,condition,ineq_condition,mobil_condition,ineq_quiz_ans,mobil_quiz_ans,exp_display_order,income_result_of_circumstances,equal_outcomes,govt_should_take_active_steps,ineq_is_a_serious_problem,how_to_fix_ineq_1st_choice,how_to_fix_ineq_2nd_choice,how_to_fix_ineq_3rd_choice,how_to_fix_ineq_4th_choice,how_to_fix_ineq_5th_choice,how_to_fix_ineq_text,high_earners_rarely_deserving,increase_taxes_on_millionares,increase_estate_tax,increase_min_wage,increase_aid_to_poor,increase_food_stamps,support_entrepreneurs,support_housing,outcome_display_order,gap_btw_rich_and_poor_increasing,children_have_worse_chances,mc_display_order,is_us_resident,state,gender,age,marital_status,has_children,race,education,employment_status,income,intergen_mobility_down,intragen_mobility_down,income_volatility,liberal_vs_conservative,democrat_vs_republican
1819,decr_ineq_decr_mobil,0.0,1.0,3,2,"['ineq', 'mobil']",1,0,5,2,1,5,2,3,4,Equal pay and job opportunities for woman no matter what color they are in,1,3,1,2,4,5,1,1,"['increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'increase_aid_to_poor', 'support_housing', 'support_entrepreneurs', 'increase_min_wage', 'increase_food_stamps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",2,3,"['ineq_mc', 'mobil_mc']",1,Florida,3,8,0,1,1,4,4,5,4,4,2,3,4
1820,incr_ineq_decr_mobil,1.0,1.0,2,2,"['ineq', 'mobil']",0,0,2,2,4,3,5,1,2,"No involve,emt",1,2,2,2,3,3,0,0,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'support_housing', 'increase_food_stamps', 'increase_min_wage', 'support_entrepreneurs', 'increase_aid_to_poor']",2,1,"['mobil_mc', 'ineq_mc']",1,Pennsylvania,3,54,1,1,1,7,1,12,1,2,1,3,2
1821,decr_ineq_decr_mobil,0.0,1.0,1,1,"['mobil', 'ineq']",0,1,3,5,3,2,4,5,1,The government can increase taxes on the wealthy and decrease it for the poor.,1,3,2,3,5,5,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_food_stamps', 'support_housing', 'increase_min_wage', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax']",1,3,"['mobil_mc', 'ineq_mc']",1,North Carolina,2,39,1,1,2,3,1,4,3,2,1,3,2
1822,incr_ineq_decr_mobil,1.0,1.0,3,1,"['mobil', 'ineq']",1,0,5,4,3,2,1,4,5,I’m not sure,3,3,1,3,5,5,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'increase_min_wage', 'increase_aid_to_poor', 'support_housing', 'increase_food_stamps', 'support_entrepreneurs', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes']",3,3,"['ineq_mc', 'mobil_mc']",1,New York,3,59,1,1,1,3,3,4,5,5,1,3,2
1823,incr_ineq_incr_mobil,1.0,0.0,3,3,"['mobil', 'ineq']",1,1,5,5,4,2,3,5,1,I fear the government is a main cause but increasing taxes on the wealthy would help,2,3,3,3,5,5,1,1,"['increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_food_stamps', 'support_entrepreneurs', 'support_housing', 'increase_min_wage', 'increase_aid_to_poor', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes']",3,3,"['mobil_mc', 'ineq_mc']",1,California,3,68,1,0,1,9,1,12,1,2,1,5,2
1824,incr_ineq_decr_mobil,1.0,1.0,3,3,"['ineq', 'mobil']",1,1,3,4,3,1,4,5,2,I am not sure what  should or could be done,3,3,1,3,4,4,1,1,"['high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_min_wage', 'support_housing', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_food_stamps', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances']",3,3,"['ineq_mc', 'mobil_mc']",1,Washington,3,58,0,1,1,4,6,1,5,5,1,3,4
1825,incr_ineq_incr_mobil,1.0,0.0,3,3,"['mobil', 'ineq']",1,0,3,5,1,2,3,4,5,"They dont do shit, they are a huge part of the problem",2,2,2,3,5,3,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'support_entrepreneurs', 'increase_food_stamps', 'support_housing', 'increase_aid_to_poor', 'increase_min_wage']",3,1,"['mobil_mc', 'ineq_mc']",1,Washington,2,28,0,0,1,4,1,2,4,4,1,3,3
1826,incr_ineq_incr_mobil,1.0,0.0,1,3,"['ineq', 'mobil']",1,0,4,5,1,3,4,5,2,The government could hire actual academic researchers who know what they're doing.,2,3,3,3,5,3,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'increase_aid_to_poor', 'increase_food_stamps', 'increase_min_wage', 'support_housing', 'support_entrepreneurs', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax']",3,3,"['mobil_mc', 'ineq_mc']",1,New York,2,34,0,0,1,7,1,10,2,4,1,5,2
1827,incr_ineq_incr_mobil,1.0,0.0,3,1,"['ineq', 'mobil']",1,0,3,3,1,2,4,5,3,Balance out the genders and race for schools first,2,3,2,3,2,3,0,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_min_wage', 'increase_aid_to_poor', 'increase_food_stamps', 'support_entrepreneurs', 'support_housing', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax']",2,1,"['mobil_mc', 'ineq_mc']",1,Connecticut,3,21,0,0,1,6,4,1,1,3,1,3,3
1828,incr_ineq_decr_mobil,1.0,1.0,1,2,"['mobil', 'ineq']",1,0,5,4,1,2,3,4,5,Higher pay help people get a job  lower rent have fun stuff for kids to have fun for adult too low food cost and clothes and shoes,2,3,1,1,2,5,1,1,"['govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_min_wage', 'increase_food_stamps', 'support_housing', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving']",1,1,"['ineq_mc', 'mobil_mc']",1,New Jersey,3,26,0,0,2,3,4,1,4,4,2,1,4
1829,incr_ineq_decr_mobil,1.0,1.0,1,1,"['ineq', 'mobil']",0,0,5,3,1,2,4,3,5,By having each individual have the right to faire equality and have to right to have  have a fair share in jobs the best thing the government can do is provide better jobs and grants for the poor and middle class,1,2,2,3,5,5,1,1,"['increase_min_wage', 'support_entrepreneurs', 'increase_aid_to_poor', 'support_housing', 'increase_food_stamps', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax']",1,1,"['mobil_mc', 'ineq_mc']",1,Georgia,3,41,1,0,2,3,2,5,1,1,3,3,2
1830,incr_ineq_decr_mobil,1.0,1.0,2,1,"['mobil', 'ineq']",1,1,3,2,1,2,3,4,5,Stop racism,1,2,1,3,4,2,0,1,"['increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'increase_food_stamps', 'increase_aid_to_poor', 'increase_min_wage', 'support_housing', 'support_entrepreneurs']",2,2,"['ineq_mc', 'mobil_mc']",0,Texas,1,23,0,0,3,5,2,5,2,3,2,4,3
1831,incr_ineq_incr_mobil,1.0,0.0,3,1,"['ineq', 'mobil']",1,0,3,2,2,3,4,5,1,The government can offer loans to individuals to help them reduce their medical debt.,3,3,1,2,3,1,1,1,"['increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_min_wage', 'support_housing', 'increase_food_stamps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,1,"['ineq_mc', 'mobil_mc']",1,Wisconsin,2,40,1,1,1,4,1,8,2,3,1,2,1
1832,incr_ineq_decr_mobil,1.0,1.0,3,3,"['mobil', 'ineq']",1,0,4,5,3,1,2,4,5,They can keep the cost of living and minimum wage around the same every where across the United States.,2,3,2,3,4,4,1,1,"['support_housing', 'increase_min_wage', 'support_entrepreneurs', 'increase_food_stamps', 'increase_aid_to_poor', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps']",3,3,"['mobil_mc', 'ineq_mc']",1,Tennessee,2,20,1,0,1,3,4,5,3,3,2,3,4
1833,decr_ineq_decr_mobil,0.0,1.0,1,1,"['mobil', 'ineq']",0,0,1,2,1,3,4,2,5,Not much,1,2,2,3,3,2,0,1,"['high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'support_housing', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_food_stamps', 'increase_min_wage']",3,2,"['mobil_mc', 'ineq_mc']",1,Ohio,2,46,1,1,1,9,1,12,2,3,1,2,1
1834,incr_ineq_incr_mobil,1.0,0.0,1,3,"['ineq', 'mobil']",0,0,5,5,4,5,1,2,3,Make everything fair and equal for everyone in the United states,3,3,2,3,5,5,0,1,"['increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'support_entrepreneurs', 'increase_aid_to_poor', 'support_housing', 'increase_food_stamps', 'increase_min_wage']",1,3,"['mobil_mc', 'ineq_mc']",1,Pennsylvania,3,22,0,1,4,4,1,4,3,3,2,3,3
1835,incr_ineq_incr_mobil,1.0,0.0,3,3,"['mobil', 'ineq']",1,0,3,3,2,1,3,4,5,Close the borders from migrants as we should not be responsible for increased taxation for them or using federal funds!!!  Help our own citizens FIRST!!!,1,3,1,2,4,4,1,1,"['increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_food_stamps', 'increase_min_wage', 'increase_aid_to_poor', 'support_housing', 'support_entrepreneurs', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps']",3,2,"['mobil_mc', 'ineq_mc']",1,California,2,77,1,0,1,6,6,12,1,2,2,1,1
1836,incr_ineq_incr_mobil,1.0,0.0,2,1,"['ineq', 'mobil']",1,0,5,3,2,1,3,5,4,The government can increase minimum wage for those places where they are low,1,3,2,3,4,4,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'support_entrepreneurs', 'increase_food_stamps', 'support_housing', 'increase_min_wage', 'increase_aid_to_poor', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax']",2,1,"['ineq_mc', 'mobil_mc']",1,Louisiana,3,48,0,1,2,4,6,4,2,2,1,3,2
1837,decr_ineq_incr_mobil,0.0,0.0,1,3,"['mobil', 'ineq']",0,0,1,1,1,3,4,2,5,it is not up to government. people need to solve there problems,1,2,1,3,3,2,1,0,"['increase_aid_to_poor', 'support_entrepreneurs', 'increase_min_wage', 'support_housing', 'increase_food_stamps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving']",1,1,"['ineq_mc', 'mobil_mc']",1,Nevada,2,59,0,0,1,5,1,7,2,1,1,2,3
1838,incr_ineq_incr_mobil,1.0,0.0,2,1,"['mobil', 'ineq']",1,0,3,2,1,2,3,5,4,Hold people in important positions accountable,2,2,2,3,3,4,1,1,"['support_housing', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_min_wage', 'increase_food_stamps', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax']",2,2,"['ineq_mc', 'mobil_mc']",1,Utah,2,50,0,0,5,3,1,4,3,3,2,3,2
1839,incr_ineq_incr_mobil,1.0,0.0,2,3,"['mobil', 'ineq']",1,1,3,3,1,4,2,5,3,They can give more recognition to the workers that have been a great asset to their companies.,2,3,1,3,4,4,1,1,"['high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'support_housing', 'increase_aid_to_poor', 'increase_min_wage', 'increase_food_stamps', 'support_entrepreneurs']",3,1,"['ineq_mc', 'mobil_mc']",1,California,3,32,0,0,3,3,2,3,2,2,1,3,2
1840,decr_ineq_incr_mobil,0.0,0.0,2,2,"['mobil', 'ineq']",1,0,4,4,5,1,2,3,4,The government can fill in the gaps to fix income inequality in the U.S.,2,3,2,3,5,5,1,1,"['govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'support_housing', 'increase_aid_to_poor', 'increase_min_wage', 'increase_food_stamps', 'support_entrepreneurs', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,3,"['ineq_mc', 'mobil_mc']",1,New York,2,46,0,0,1,6,4,1,5,3,1,4,2
1841,decr_ineq_incr_mobil,0.0,0.0,1,1,"['ineq', 'mobil']",1,0,3,4,1,3,2,4,5,I’m not sure ,2,3,1,3,4,5,1,1,"['increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_housing', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_food_stamps', 'increase_min_wage']",3,1,"['mobil_mc', 'ineq_mc']",1,Massachusetts,3,40,0,1,1,6,4,5,3,3,1,4,2
1842,incr_ineq_incr_mobil,1.0,0.0,3,3,"['ineq', 'mobil']",1,0,5,4,2,3,4,5,1,Fix unemployment rate. Bring more jobs home at a decent wage to increase the GDP. ,2,3,3,3,5,3,1,0,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'increase_min_wage', 'support_entrepreneurs', 'support_housing', 'increase_aid_to_poor', 'increase_food_stamps']",3,1,"['mobil_mc', 'ineq_mc']",1,Arizona,3,40,1,1,5,4,6,5,4,4,1,4,3
1843,incr_ineq_decr_mobil,1.0,1.0,3,3,"['ineq', 'mobil']",1,1,5,4,1,3,4,5,2,"I don’t think it’s a governmental problem...I do believe that the people are the only ones who can change themselves, and as such, change  the way they interact with each other...
",1,3,2,3,5,5,1,1,"['increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_food_stamps', 'support_housing', 'increase_min_wage', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances']",3,3,"['mobil_mc', 'ineq_mc']",1,Florida,3,68,0,0,2,6,6,4,1,1,1,4,4
1844,decr_ineq_decr_mobil,0.0,1.0,2,1,"['ineq', 'mobil']",0,0,2,3,1,2,3,5,4,I don't know,2,2,2,3,5,5,1,1,"['equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'increase_min_wage', 'support_entrepreneurs', 'increase_food_stamps', 'increase_aid_to_poor', 'support_housing']",1,3,"['mobil_mc', 'ineq_mc']",1,Mississippi,3,30,0,1,2,4,4,2,5,2,1,3,3
1845,incr_ineq_decr_mobil,1.0,1.0,2,2,"['ineq', 'mobil']",0,1,4,3,3,5,1,2,4,give  out more grants  to oor and needy,2,2,1,3,4,4,1,1,"['increase_min_wage', 'increase_aid_to_poor', 'support_entrepreneurs', 'support_housing', 'increase_food_stamps', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,1,"['ineq_mc', 'mobil_mc']",1,Colorado,2,50,1,1,4,4,3,7,3,3,2,3,2
1846,incr_ineq_decr_mobil,1.0,1.0,1,2,"['ineq', 'mobil']",0,0,3,4,3,5,1,2,4,About the only thing that they can do is to give those at the lower income level money.  ,2,3,2,3,5,5,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_housing', 'increase_food_stamps', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_min_wage', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes']",3,3,"['ineq_mc', 'mobil_mc']",1,Michigan,2,52,0,0,1,6,6,4,4,4,1,3,3
1847,incr_ineq_incr_mobil,1.0,0.0,3,1,"['mobil', 'ineq']",1,0,5,5,1,3,4,5,2,Keep the dream act. ,2,3,2,3,3,3,1,1,"['govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_min_wage', 'increase_food_stamps', 'support_housing']",3,1,"['ineq_mc', 'mobil_mc']",1,California,3,24,0,1,3,6,4,3,2,2,1,4,2
1848,decr_ineq_incr_mobil,0.0,0.0,3,1,"['mobil', 'ineq']",1,1,5,5,1,2,3,5,4,"The government should make it easier for people with disadvantaged backgrounds to get access to programs that will help them move up on the social and economic ladders. Making sure poor areas have good schools is very important, and free or low-cost access to higher education institutions would also help.",2,3,2,2,4,3,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_food_stamps', 'increase_min_wage', 'support_entrepreneurs', 'increase_aid_to_poor', 'support_housing', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps']",2,1,"['ineq_mc', 'mobil_mc']",1,California,2,29,0,0,4,4,1,6,1,2,1,5,2
1849,decr_ineq_decr_mobil,0.0,1.0,1,3,"['mobil', 'ineq']",1,0,3,3,2,3,4,5,1,Not sure,2,2,2,2,2,2,1,1,"['income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'support_housing', 'increase_food_stamps', 'increase_aid_to_poor', 'increase_min_wage', 'support_entrepreneurs']",2,2,"['mobil_mc', 'ineq_mc']",1,Texas,3,42,1,1,4,9,1,11,2,2,1,3,1
1850,decr_ineq_decr_mobil,0.0,1.0,3,1,"['mobil', 'ineq']",1,1,5,4,4,1,2,5,3,The ideas from the previous questions,2,3,3,3,5,3,1,1,"['increase_aid_to_poor', 'support_entrepreneurs', 'support_housing', 'increase_min_wage', 'increase_food_stamps', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",2,2,"['ineq_mc', 'mobil_mc']",1,New York,3,32,0,1,2,4,3,1,4,3,2,4,2
1851,incr_ineq_decr_mobil,1.0,1.0,1,2,"['mobil', 'ineq']",0,0,5,4,3,1,2,5,4,i dont really know,2,3,2,3,5,5,1,1,"['increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'support_entrepreneurs', 'support_housing', 'increase_aid_to_poor', 'increase_food_stamps', 'increase_min_wage']",3,3,"['mobil_mc', 'ineq_mc']",1,North Dakota,3,52,0,0,1,4,1,5,5,5,1,3,2
1852,decr_ineq_incr_mobil,0.0,0.0,3,1,"['ineq', 'mobil']",1,1,4,1,1,2,4,3,5,Just let my President deal with it,3,2,2,3,5,3,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'increase_min_wage', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_food_stamps', 'support_housing']",1,1,"['ineq_mc', 'mobil_mc']",1,Virginia,2,56,0,0,1,4,6,4,2,1,2,1,1
1853,incr_ineq_incr_mobil,1.0,0.0,2,1,"['mobil', 'ineq']",1,0,3,4,1,3,4,5,2,Promote education equality and tax relief. ,2,3,1,2,5,4,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_min_wage', 'support_housing', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_food_stamps']",3,1,"['mobil_mc', 'ineq_mc']",1,Arkansas,3,34,1,0,1,6,1,9,1,1,1,2,1
1854,decr_ineq_incr_mobil,0.0,0.0,2,2,"['ineq', 'mobil']",1,0,5,4,4,3,2,5,1,Make the pay rate the same ,2,3,2,3,5,4,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'increase_food_stamps', 'increase_min_wage', 'increase_aid_to_poor', 'support_entrepreneurs', 'support_housing']",2,1,"['mobil_mc', 'ineq_mc']",1,Virginia,3,33,0,1,2,4,4,5,2,1,2,2,2
1855,incr_ineq_incr_mobil,1.0,0.0,2,2,"['ineq', 'mobil']",0,0,1,2,2,3,4,1,5,I don’t think the government can do much to reduce inequality. Even with something like “equal opportunity employment” I have personally seen cases when someone less qualified gets a job over someone more qualified in the name of equality. That’s not equally ,1,2,1,2,1,1,0,0,"['govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_entrepreneurs', 'support_housing', 'increase_min_wage', 'increase_food_stamps', 'increase_aid_to_poor']",2,1,"['ineq_mc', 'mobil_mc']",1,Tennessee,2,43,1,1,1,5,3,8,3,3,1,2,1
1856,incr_ineq_incr_mobil,1.0,0.0,3,2,"['ineq', 'mobil']",1,0,5,2,4,2,5,1,3,The cost,1,3,2,3,3,5,0,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'increase_food_stamps', 'support_entrepreneurs', 'increase_min_wage', 'support_housing', 'increase_aid_to_poor']",3,2,"['ineq_mc', 'mobil_mc']",1,Kansas,2,26,0,0,4,5,1,3,2,1,1,4,1
1857,incr_ineq_decr_mobil,1.0,1.0,1,2,"['ineq', 'mobil']",0,0,3,3,1,2,3,5,4,I don’t think the government should try to fix it. It is up to citizens to try to improve things.,2,3,1,3,3,3,1,0,"['equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'increase_min_wage', 'support_housing', 'support_entrepreneurs', 'increase_food_stamps', 'increase_aid_to_poor', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,1,"['ineq_mc', 'mobil_mc']",1,New York,3,71,1,0,1,6,6,7,2,2,1,3,3
1858,decr_ineq_decr_mobil,0.0,1.0,3,3,"['ineq', 'mobil']",1,0,5,5,4,2,3,5,1,they should tax the rich and help poor people make them,2,3,3,3,5,5,1,1,"['govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_entrepreneurs', 'support_housing', 'increase_food_stamps', 'increase_min_wage', 'increase_aid_to_poor']",3,3,"['mobil_mc', 'ineq_mc']",1,Illinois,3,37,0,0,1,7,1,7,2,2,1,5,2
